Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,SXLmol_mean,SXLmol_var,SXLmol_stdev,SXLmol_max,SXLmol_min,SXLmol_median,SXLmol_muc,SXLmol_notempty,celnumber
66,1.000000,66.000000,397.000000,0.000000,66.000000,397.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,397,66,0,397,66,0,397,66,0,3.500000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,     3.000000,1,30
67,17.000000,1158.000000,6853.000000,0.000000,68.117647,403.117647,0.000000,0.000000,27.764706,27.764706,15.764706,0.000000,0.000000,0.000000,0.635177,0.635177,0.360651,0.000000,0.000000,1.270353,0.273380,0.000000,1.270353,0.522858,-0.000000,2.000000,2.000000,0.000000,403,68,0,401,66,0,405,70,0,1.470588,     0.389706,     0.624264,     2.000000,     0.000000,     2.000000,    25.000000,16,30
68,4.000000,266.000000,2214.000000,0.000000,66.500000,553.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,554,67,0,553,66,0,554,67,0,4.000000,     0.666667,     0.816497,     5.000000,     3.000000,     4.000000,    16.000000,4,36
69,8.000000,543.000000,3471.000000,0.000000,67.875000,433.875000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,434,68,0,433,67,0,435,69,0,1.625000,     0.267857,     0.517549,     2.000000,     1.000000,     2.000000,    13.000000,8,39
70,4.000000,274.000000,2026.000000,0.000000,68.500000,506.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,507,69,0,506,68,0,507,69,0,4.750000,     0.250000,     0.500000,     5.000000,     4.000000,     5.000000,    19.000000,4,42
71,4.000000,274.000000,2562.000000,0.000000,68.500000,640.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,641,69,0,640,68,0,641,69,0,0.750000,     0.250000,     0.500000,     1.000000,     0.000000,     1.000000,     3.000000,3,0
72,2.000000,138.000000,915.000000,0.000000,69.000000,457.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,458,69,0,457,69,0,458,69,0,4.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     8.000000,2,40
73,4.000000,278.000000,2218.000000,0.000000,69.500000,554.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,555,70,0,554,69,0,555,70,0,2.000000,     1.333333,     1.154701,     3.000000,     1.000000,     1.000000,     8.000000,4,36
74,4.000000,278.000000,2286.000000,0.000000,69.500000,571.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,572,70,0,571,69,0,572,70,0,2.750000,     2.250000,     1.500000,     4.000000,     1.000000,     2.000000,    11.000000,4,36
75,4.000000,282.000000,2126.000000,0.000000,70.500000,531.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,532,71,0,531,70,0,532,71,0,6.500000,     1.666667,     1.290994,     8.000000,     5.000000,     6.000000,    26.000000,4,32
76,11.000000,785.000000,5906.000000,0.000000,71.363636,536.909091,0.000000,0.000000,6.909091,12.545455,-1.636364,0.000000,0.000000,0.000000,0.282421,0.512817,-0.066889,0.000000,0.000000,0.795239,0.140356,0.000000,0.795239,0.374642,-0.000000,2.000000,1.000000,0.000000,537,71,0,536,70,0,538,73,0,1.272727,     0.618182,     0.786245,     3.000000,     0.000000,     1.000000,    14.000000,10,32
77,4.000000,286.000000,1534.000000,0.000000,71.500000,383.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,384,72,0,383,71,0,384,72,0,2.500000,     1.666667,     1.290994,     4.000000,     1.000000,     2.000000,    10.000000,4,35
78,4.000000,286.000000,2242.000000,0.000000,71.500000,560.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,561,72,0,560,71,0,561,72,0,2.000000,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,     8.000000,4,36
79,2.000000,144.000000,873.000000,0.000000,72.000000,436.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,437,72,0,436,72,0,437,72,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,39
80,2.000000,144.000000,1187.000000,0.000000,72.000000,593.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,594,72,0,593,72,0,594,72,0,5.000000,     0.000000,     0.000000,     5.000000,     5.000000,     5.000000,    10.000000,2,0
81,4.000000,294.000000,1218.000000,0.000000,73.500000,304.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,305,74,0,304,73,0,305,74,0,26.250000,    44.250000,     6.652067,    32.000000,    20.000000,    21.000000,   105.000000,4,26
82,4.000000,294.000000,1674.000000,0.000000,73.500000,418.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,419,74,0,418,73,0,419,74,0,2.250000,     2.250000,     1.500000,     3.000000,     0.000000,     3.000000,     9.000000,3,30
83,4.000000,298.000000,1834.000000,0.000000,74.500000,458.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,459,75,0,458,74,0,459,75,0,6.500000,     4.333333,     2.081666,     9.000000,     4.000000,     6.000000,    26.000000,4,40
84,4.000000,302.000000,1262.000000,0.000000,75.500000,315.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,316,76,0,315,75,0,316,76,0,29.250000,   260.250000,    16.132266,    43.000000,    12.000000,    19.000000,   117.000000,4,45
85,15.000000,1161.000000,4880.000000,0.000000,77.400000,325.333333,0.000000,0.000000,13.333333,37.600000,-12.000000,0.000000,0.000000,0.000000,0.360427,1.016404,-0.324384,0.000000,0.000000,1.376830,0.261114,0.000000,1.376830,0.510993,-0.000000,3.000000,2.000000,0.000000,325,77,0,324,75,0,327,80,0,0.800000,     0.171429,     0.414039,     1.000000,     0.000000,     1.000000,    12.000000,12,0
86,21.000000,1626.000000,12119.000000,0.000000,77.428571,577.095238,0.000000,0.000000,29.809524,43.142857,-7.857143,0.000000,0.000000,0.000000,0.514513,0.744646,-0.135614,0.000000,0.000000,1.259159,0.364738,0.000000,1.259159,0.603936,-0.000000,3.000000,2.000000,0.000000,577,77,0,575,75,0,579,80,0,5.190476,     5.661905,     2.379476,     9.000000,     1.000000,     5.000000,   109.000000,21,0
87,4.000000,302.000000,2566.000000,0.000000,75.500000,641.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,642,76,0,641,75,0,642,76,0,0.250000,     0.250000,     0.500000,     1.000000,     0.000000,     0.000000,     1.000000,1,0
88,2.000000,153.000000,838.000000,0.000000,76.500000,419.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,419,77,0,419,76,0,419,77,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,0
89,1.000000,76.000000,521.000000,0.000000,76.000000,521.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,521,76,0,521,76,0,521,76,0,6.500000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,     3.000000,1,42
90,32.000000,2620.000000,19020.000000,0.000000,81.875000,594.375000,0.000000,0.000000,177.500000,257.500000,-184.500000,0.000000,0.000000,0.000000,1.747156,2.534607,-1.816058,0.000000,0.000000,4.281763,1.130287,0.000000,4.281763,1.063150,-0.000000,5.000000,4.000000,0.000000,594,82,0,590,77,0,598,86,0,1.156250,     0.587702,     0.766617,     2.000000,     0.000000,     1.000000,    37.000000,25,0
91,20.000000,1613.000000,4639.000000,0.000000,80.650000,231.950000,0.000000,0.000000,62.950000,64.550000,31.650000,0.000000,0.000000,0.000000,1.159549,1.189021,0.582998,0.000000,0.000000,2.348570,1.038842,0.000000,2.348570,1.019236,-0.000000,3.000000,3.000000,0.000000,232,81,0,229,78,0,235,84,0,2.550000,     1.313158,     1.145931,     4.000000,     0.000000,     3.000000,    51.000000,18,25
92,19.000000,1507.000000,5312.000000,0.000000,79.315789,279.578947,0.000000,0.000000,42.631579,20.105263,7.526316,0.000000,0.000000,0.000000,0.840866,0.396556,0.148449,0.000000,0.000000,1.237422,0.311414,0.000000,1.237422,0.558044,-0.000000,2.000000,3.000000,0.000000,280,79,0,277,78,0,282,81,0,1.263158,     0.315789,     0.561951,     2.000000,     0.000000,     1.000000,    24.000000,18,20
93,4.000000,314.000000,2610.000000,0.000000,78.500000,652.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,653,79,0,652,78,0,653,79,0,2.750000,     1.583333,     1.258306,     4.000000,     1.000000,     3.000000,    11.000000,4,0
94,7.000000,561.000000,1353.000000,0.000000,80.142857,193.285714,0.000000,0.000000,3.428571,4.857143,-1.285714,0.000000,0.000000,0.000000,0.256045,0.362730,-0.096017,0.000000,0.000000,0.618775,0.083656,0.000000,0.618775,0.289233,-0.000000,1.000000,1.000000,0.000000,193,80,0,192,79,0,194,81,0,1.285714,     0.571429,     0.755929,     2.000000,     0.000000,     1.000000,     9.000000,6,0
95,4.000000,322.000000,878.000000,0.000000,80.500000,219.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,220,81,0,219,80,0,220,81,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     8.000000,4,41
96,5.000000,403.000000,3184.000000,0.000000,80.600000,636.800000,0.000000,0.000000,2.800000,1.200000,0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,637,81,0,636,80,0,638,81,0,0.800000,     0.200000,     0.447214,     1.000000,     0.000000,     1.000000,     4.000000,4,0
97,4.000000,322.000000,2594.000000,0.000000,80.500000,648.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,649,81,0,648,80,0,649,81,0,4.250000,     0.916667,     0.957427,     5.000000,     3.000000,     4.000000,    17.000000,4,0
98,4.000000,334.000000,2002.000000,0.000000,83.500000,500.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,501,84,0,500,83,0,501,84,0,4.250000,     0.250000,     0.500000,     5.000000,     4.000000,     4.000000,    17.000000,4,0
99,4.000000,334.000000,2170.000000,0.000000,83.500000,542.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,543,84,0,542,83,0,543,84,0,8.750000,     2.250000,     1.500000,    10.000000,     7.000000,     8.000000,    35.000000,4,53
100,10.000000,848.000000,5509.000000,0.000000,84.800000,550.900000,0.000000,0.000000,6.900000,9.600000,1.800000,0.000000,0.000000,0.000000,0.320270,0.445593,0.083549,0.000000,0.000000,0.765862,0.135729,0.000000,0.765862,0.368415,-0.000000,2.000000,1.000000,0.000000,551,85,0,550,83,0,552,86,0,1.600000,     0.266667,     0.516398,     2.000000,     1.000000,     2.000000,    16.000000,10,0
101,8.000000,682.000000,2567.000000,0.000000,85.250000,320.875000,0.000000,0.000000,4.875000,7.500000,-3.750000,0.000000,0.000000,0.000000,0.304688,0.468750,-0.234375,0.000000,0.000000,0.773438,0.087891,0.000000,0.773438,0.296464,-0.000000,2.000000,1.000000,0.000000,321,85,0,320,84,0,322,87,0,4.750000,     6.500000,     2.549510,     7.000000,     1.000000,     4.000000,    38.000000,8,45
102,2.000000,168.000000,817.000000,0.000000,84.000000,408.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,409,84,0,408,84,0,409,84,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,50
103,4.000000,338.000000,2118.000000,0.000000,84.500000,529.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,530,85,0,529,84,0,530,85,0,4.000000,     6.000000,     2.449490,     6.000000,     1.000000,     3.000000,    16.000000,4,0
104,2.000000,172.000000,1071.000000,0.000000,86.000000,535.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,536,86,0,535,86,0,536,86,0,4.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     8.000000,2,53
105,4.000000,346.000000,2318.000000,0.000000,86.500000,579.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,580,87,0,579,86,0,580,87,0,4.500000,     9.000000,     3.000000,     7.000000,     1.000000,     3.000000,    18.000000,4,0
106,8.000000,713.000000,1401.000000,0.000000,89.125000,175.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,175,89,0,174,88,0,176,90,0,2.375000,     0.839286,     0.916125,     3.000000,     1.000000,     3.000000,    19.000000,8,0
107,4.000000,354.000000,770.000000,0.000000,88.500000,192.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,193,89,0,192,88,0,193,89,0,1.500000,     1.000000,     1.000000,     2.000000,     0.000000,     2.000000,     6.000000,3,51
108,4.000000,354.000000,826.000000,0.000000,88.500000,206.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,207,89,0,206,88,0,207,89,0,3.750000,     0.916667,     0.957427,     5.000000,     3.000000,     3.000000,    15.000000,4,0
109,14.000000,1262.000000,4410.000000,0.000000,90.142857,315.000000,0.000000,0.000000,22.000000,25.714286,-18.000000,0.000000,0.000000,0.000000,0.652007,0.762086,-0.533460,0.000000,0.000000,1.414092,0.212305,0.000000,1.414092,0.460766,-0.000000,2.000000,2.000000,0.000000,315,90,0,313,88,0,317,92,0,15.857143,    73.208791,     8.556214,    30.000000,     2.000000,    16.000000,   222.000000,14,0
110,9.000000,806.000000,3862.000000,0.000000,89.555556,429.111111,0.000000,0.000000,4.888889,10.222222,-3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,429,90,0,428,88,0,430,91,0,16.111111,    95.111111,     9.752493,    29.000000,     4.000000,    15.000000,   145.000000,9,39
111,4.000000,354.000000,1750.000000,0.000000,88.500000,437.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,438,89,0,437,88,0,438,89,0,2.250000,     4.250000,     2.061553,     4.000000,     0.000000,     1.000000,     9.000000,3,0
112,11.000000,984.000000,5595.000000,0.000000,89.454545,508.636364,0.000000,0.000000,12.545455,10.727273,6.818182,0.000000,0.000000,0.000000,0.512817,0.438496,0.278705,0.000000,0.000000,0.951314,0.147192,0.000000,0.951314,0.383656,-0.000000,2.000000,2.000000,0.000000,509,89,0,507,88,0,510,91,0,6.000000,     3.800000,     1.949359,     8.000000,     2.000000,     6.000000,    66.000000,11,57
113,4.000000,354.000000,2454.000000,0.000000,88.500000,613.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,614,89,0,613,88,0,614,89,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     8.000000,4,44
114,5.000000,442.000000,3281.000000,0.000000,88.400000,656.200000,0.000000,0.000000,2.800000,1.200000,0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,656,88,0,655,88,0,657,89,0,1.400000,     0.300000,     0.547723,     2.000000,     1.000000,     1.000000,     7.000000,5,0
