Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,DSXmol_mean,DSXmol_var,DSXmol_stdev,DSXmol_max,DSXmol_min,DSXmol_median,DSXmol_muc,DSXmol_notempty,celnumber
66,4.000000,226.000000,2370.000000,0.000000,56.500000,592.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,593,57,0,592,56,0,593,57,0,4.250000,    10.250000,     3.201562,     7.000000,     1.000000,     2.000000,    17.000000,4,22
67,4.000000,230.000000,874.000000,0.000000,57.500000,218.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,219,58,0,218,57,0,219,58,0,4.750000,     2.250000,     1.500000,     6.000000,     3.000000,     4.000000,    19.000000,4,0
68,4.000000,230.000000,1494.000000,0.000000,57.500000,373.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,374,58,0,373,57,0,374,58,0,2.000000,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,     8.000000,4,8
69,2.000000,114.000000,893.000000,0.000000,57.000000,446.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,447,57,0,446,57,0,447,57,0,2.500000,     0.500000,     0.707107,     3.000000,     2.000000,     2.000000,     5.000000,2,18
70,4.000000,230.000000,2162.000000,0.000000,57.500000,540.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,541,58,0,540,57,0,541,58,0,10.500000,     3.000000,     1.732051,    12.000000,     9.000000,     9.000000,    42.000000,4,0
71,4.000000,234.000000,1046.000000,0.000000,58.500000,261.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,262,59,0,261,58,0,262,59,0,1.500000,     0.333333,     0.577350,     2.000000,     1.000000,     1.000000,     6.000000,4,20
72,2.000000,116.000000,1217.000000,0.000000,58.000000,608.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,609,58,0,608,58,0,609,58,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,16
73,4.000000,234.000000,2450.000000,0.000000,58.500000,612.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,613,59,0,612,58,0,613,59,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     8.000000,4,0
74,5.000000,301.000000,1798.000000,0.000000,60.200000,359.600000,0.000000,0.000000,1.200000,2.800000,-0.600000,0.000000,0.000000,0.000000,0.140353,0.327490,-0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,360,60,0,359,59,0,360,61,0,3.200000,     3.200000,     1.788854,     5.000000,     1.000000,     3.000000,    16.000000,5,8
75,2.000000,119.000000,788.000000,0.000000,59.500000,394.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,394,60,0,394,59,0,394,60,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,30
76,4.000000,238.000000,2498.000000,0.000000,59.500000,624.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,625,60,0,624,59,0,625,60,0,3.000000,     0.666667,     0.816497,     4.000000,     2.000000,     3.000000,    12.000000,4,0
77,5.000000,302.000000,1661.000000,0.000000,60.400000,332.200000,0.000000,0.000000,2.800000,1.200000,0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,332,60,0,331,60,0,333,61,0,3.400000,     1.800000,     1.341641,     5.000000,     2.000000,     4.000000,    17.000000,5,33
78,15.000000,933.000000,5241.000000,0.000000,62.200000,349.400000,0.000000,0.000000,13.600000,26.400000,4.800000,0.000000,0.000000,0.000000,0.367635,0.713645,0.129754,0.000000,0.000000,1.081280,0.245525,0.000000,1.081280,0.495505,-0.000000,2.000000,2.000000,0.000000,349,62,0,348,60,0,351,64,0,4.466667,     3.409524,     1.846490,     8.000000,     1.000000,     5.000000,    67.000000,15,8
79,8.000000,489.000000,3609.000000,0.000000,61.125000,451.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,451,61,0,450,60,0,452,62,0,8.750000,    13.357143,     3.654743,    12.000000,     2.000000,    10.000000,    70.000000,8,0
80,6.000000,373.000000,1685.000000,0.000000,62.166667,280.833333,0.000000,0.000000,2.833333,2.833333,-0.833333,0.000000,0.000000,0.000000,0.259874,0.259874,-0.076434,0.000000,0.000000,0.519748,0.061692,0.000000,0.519748,0.248379,-0.000000,1.000000,1.000000,0.000000,281,62,0,280,61,0,282,63,0,2.333333,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,    14.000000,6,37
81,7.000000,434.000000,4230.000000,0.000000,62.000000,604.285714,0.000000,0.000000,3.428571,4.000000,0.000000,0.000000,0.000000,0.000000,0.256045,0.298719,0.000000,0.000000,0.000000,0.554764,0.076485,0.000000,0.554764,0.276560,-0.000000,1.000000,1.000000,0.000000,604,62,0,603,61,0,605,63,0,1.571429,     0.285714,     0.534522,     2.000000,     1.000000,     2.000000,    11.000000,7,16
82,4.000000,250.000000,1298.000000,0.000000,62.500000,324.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,325,63,0,324,62,0,325,63,0,1.250000,     0.916667,     0.957427,     2.000000,     0.000000,     1.000000,     5.000000,3,33
83,4.000000,250.000000,1878.000000,0.000000,62.500000,469.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,470,63,0,469,62,0,470,63,0,7.000000,     3.333333,     1.825742,     9.000000,     5.000000,     6.000000,    28.000000,4,24
84,17.000000,1107.000000,6064.000000,0.000000,65.117647,356.705882,0.000000,0.000000,51.529412,27.764706,30.588235,0.000000,0.000000,0.000000,1.178845,0.635177,0.699771,0.000000,0.000000,1.814021,0.259095,0.000000,1.814021,0.509014,-0.000000,2.000000,3.000000,0.000000,357,65,0,354,63,0,360,67,0,2.235294,     2.691176,     1.640481,     6.000000,     1.000000,     2.000000,    38.000000,17,8
85,16.000000,1056.000000,7062.000000,0.000000,66.000000,441.375000,0.000000,0.000000,17.750000,24.000000,-4.000000,0.000000,0.000000,0.000000,0.440256,0.595275,-0.099213,0.000000,0.000000,1.035531,0.252230,0.000000,1.035531,0.502225,-0.000000,2.000000,2.000000,0.000000,441,66,0,440,64,0,443,68,0,9.000000,     9.600000,     3.098387,    14.000000,     3.000000,     9.000000,   144.000000,16,18
86,16.000000,1073.000000,4279.000000,0.000000,67.062500,267.437500,0.000000,0.000000,17.937500,26.937500,-8.437500,0.000000,0.000000,0.000000,0.444906,0.668135,-0.209277,0.000000,0.000000,1.113041,0.253461,0.000000,1.113041,0.503449,-0.000000,2.000000,2.000000,0.000000,267,67,0,266,65,0,269,69,0,5.062500,    10.729167,     3.275541,    12.000000,     0.000000,     4.000000,    81.000000,15,20
87,1.000000,65.000000,611.000000,0.000000,65.000000,611.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,611,65,0,611,65,0,611,65,0,3.200000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     2.000000,1,0
88,2.000000,132.000000,701.000000,0.000000,66.000000,350.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,351,66,0,350,66,0,351,66,0,4.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     8.000000,2,0
89,16.000000,1093.000000,6147.000000,0.000000,68.312500,384.187500,0.000000,0.000000,26.437500,15.437500,-0.937500,0.000000,0.000000,0.000000,0.655733,0.382898,-0.023253,0.000000,0.000000,1.038632,0.250538,0.000000,1.038632,0.500538,-0.000000,2.000000,2.000000,0.000000,384,68,0,382,67,0,386,70,0,4.562500,     5.462500,     2.337199,     8.000000,     0.000000,     5.000000,    73.000000,15,35
90,20.000000,1392.000000,4871.000000,0.000000,69.600000,243.550000,0.000000,0.000000,70.950000,18.800000,7.400000,0.000000,0.000000,0.000000,1.306910,0.346299,0.136309,0.000000,0.000000,1.653209,0.434001,0.000000,1.653209,0.658788,-0.000000,2.000000,3.000000,0.000000,244,70,0,241,68,0,247,71,0,2.100000,     1.357895,     1.165287,     3.000000,     0.000000,     2.000000,    42.000000,16,25
91,4.000000,274.000000,2142.000000,0.000000,68.500000,535.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,536,69,0,535,68,0,536,69,0,1.500000,     0.333333,     0.577350,     2.000000,     1.000000,     1.000000,     6.000000,4,32
92,4.000000,278.000000,830.000000,0.000000,69.500000,207.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,208,70,0,207,69,0,208,70,0,3.250000,     1.583333,     1.258306,     5.000000,     2.000000,     3.000000,    13.000000,4,0
93,9.000000,629.000000,1967.000000,0.000000,69.888889,218.555556,0.000000,0.000000,10.222222,4.888889,3.555556,0.000000,0.000000,0.000000,0.546037,0.261148,0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,1.000000,2.000000,0.000000,219,70,0,217,69,0,220,71,0,6.555556,    14.027778,     3.745368,    12.000000,     1.000000,     7.000000,    59.000000,9,41
94,8.000000,560.000000,3164.000000,0.000000,70.000000,395.500000,0.000000,0.000000,10.000000,4.000000,4.000000,0.000000,0.000000,0.000000,0.625000,0.250000,0.250000,0.000000,0.000000,0.875000,0.093750,0.000000,0.875000,0.306186,-0.000000,1.000000,2.000000,0.000000,396,70,0,394,69,0,397,71,0,1.500000,     0.571429,     0.755929,     2.000000,     0.000000,     2.000000,    12.000000,7,0
95,12.000000,846.000000,6652.000000,0.000000,70.500000,554.333333,0.000000,0.000000,12.666667,11.000000,-3.000000,0.000000,0.000000,0.000000,0.461056,0.400391,-0.109198,0.000000,0.000000,0.861447,0.172679,0.000000,0.861447,0.415546,-0.000000,2.000000,2.000000,0.000000,554,71,0,553,69,0,556,72,0,2.916667,     1.356061,     1.164500,     5.000000,     1.000000,     3.000000,    35.000000,12,36
96,4.000000,282.000000,1042.000000,0.000000,70.500000,260.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,261,71,0,260,70,0,261,71,0,2.250000,     0.916667,     0.957427,     3.000000,     1.000000,     2.000000,     9.000000,4,20
97,1.000000,70.000000,307.000000,0.000000,70.000000,307.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,307,70,0,307,70,0,307,70,0,7.000000,     0.000000,     0.000000,     7.000000,     7.000000,     7.000000,     7.000000,1,26
98,4.000000,282.000000,1302.000000,0.000000,70.500000,325.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,326,71,0,325,70,0,326,71,0,40.000000,    20.666667,     4.546061,    46.000000,    35.000000,    39.000000,   160.000000,4,33
99,5.000000,359.000000,1493.000000,0.000000,71.800000,298.600000,0.000000,0.000000,1.200000,2.800000,0.600000,0.000000,0.000000,0.000000,0.140353,0.327490,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,299,72,0,298,71,0,299,73,0,1.400000,     0.300000,     0.547723,     2.000000,     1.000000,     1.000000,     7.000000,5,26
100,7.000000,504.000000,2919.000000,0.000000,72.000000,417.000000,0.000000,0.000000,4.000000,4.000000,-2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,-0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,417,72,0,416,71,0,418,73,0,1.000000,     1.000000,     1.000000,     3.000000,     0.000000,     1.000000,     7.000000,5,30
101,11.000000,794.000000,5664.000000,0.000000,72.181818,514.909091,0.000000,0.000000,20.909091,5.636364,1.181818,0.000000,0.000000,0.000000,0.854696,0.230396,0.048309,0.000000,0.000000,1.085092,0.194585,0.000000,1.085092,0.441118,-0.000000,1.000000,2.000000,0.000000,515,72,0,513,71,0,517,73,0,15.000000,    30.000000,     5.477226,    22.000000,     4.000000,    16.000000,   165.000000,11,42
102,11.000000,799.000000,5968.000000,0.000000,72.636364,542.545455,0.000000,0.000000,10.727273,12.545455,-6.818182,0.000000,0.000000,0.000000,0.438496,0.512817,-0.278705,0.000000,0.000000,0.951314,0.147192,0.000000,0.951314,0.383656,-0.000000,2.000000,2.000000,0.000000,543,73,0,541,71,0,544,74,0,2.727273,     3.218182,     1.793929,     4.000000,     0.000000,     4.000000,    30.000000,9,32
103,4.000000,286.000000,2414.000000,0.000000,71.500000,603.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,604,72,0,603,71,0,604,72,0,2.250000,     2.250000,     1.500000,     3.000000,     0.000000,     3.000000,     9.000000,3,44
104,6.000000,444.000000,2535.000000,0.000000,74.000000,422.500000,0.000000,0.000000,1.500000,4.000000,0.000000,0.000000,0.000000,0.000000,0.137580,0.366881,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,423,74,0,422,73,0,423,75,0,3.500000,     4.300000,     2.073644,     6.000000,     1.000000,     3.000000,    21.000000,6,39
105,4.000000,298.000000,886.000000,0.000000,74.500000,221.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,222,75,0,221,74,0,222,75,0,3.250000,     4.916667,     2.217356,     5.000000,     0.000000,     4.000000,    13.000000,3,41
106,2.000000,149.000000,1272.000000,0.000000,74.500000,636.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,636,75,0,636,74,0,636,75,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,0
107,4.000000,302.000000,1998.000000,0.000000,75.500000,499.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,500,76,0,499,75,0,500,76,0,1.000000,     0.666667,     0.816497,     2.000000,     0.000000,     1.000000,     4.000000,3,42
108,4.000000,306.000000,1422.000000,0.000000,76.500000,355.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,356,77,0,355,76,0,356,77,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     8.000000,4,0
109,14.000000,1094.000000,6719.000000,0.000000,78.142857,479.928571,0.000000,0.000000,8.928571,25.714286,2.142857,0.000000,0.000000,0.000000,0.264613,0.762086,0.063507,0.000000,0.000000,1.026699,0.197625,0.000000,1.026699,0.444550,-0.000000,2.000000,1.000000,0.000000,480,78,0,479,76,0,481,80,0,1.785714,     0.642857,     0.801784,     3.000000,     0.000000,     2.000000,    25.000000,13,0
110,7.000000,541.000000,4169.000000,0.000000,77.285714,595.571429,0.000000,0.000000,1.714286,7.428571,0.857143,0.000000,0.000000,0.000000,0.128022,0.554764,0.064011,0.000000,0.000000,0.682786,0.066925,0.000000,0.682786,0.258698,-0.000000,2.000000,1.000000,0.000000,596,77,0,595,76,0,596,79,0,2.000000,     2.000000,     1.414214,     4.000000,     1.000000,     1.000000,    14.000000,7,0
111,2.000000,155.000000,380.000000,0.000000,77.500000,190.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,190,78,0,190,77,0,190,78,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,0
112,1.000000,77.000000,196.000000,0.000000,77.000000,196.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,196,77,0,196,77,0,196,77,0,9.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     2.000000,1,0
113,2.000000,157.000000,922.000000,0.000000,78.500000,461.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,461,79,0,461,78,0,461,79,0,2.500000,     0.500000,     0.707107,     3.000000,     2.000000,     2.000000,     5.000000,2,40
114,2.000000,157.000000,1000.000000,0.000000,78.500000,500.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,500,79,0,500,78,0,500,79,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,42
