Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,MS2mol_mean,MS2mol_var,MS2mol_stdev,MS2mol_max,MS2mol_min,MS2mol_median,MS2mol_muc,MS2mol_notempty,celnumber
2705,4.000000,4434.000000,3134.000000,0.000000,1108.500000,783.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,784,1109,0,783,1108,0,784,1109,0,4.250000,     0.250000,     0.500000,     5.000000,     4.000000,     4.000000,    17.000000,4,1202
2706,14.000000,15533.000000,11112.000000,0.000000,1109.500000,793.714286,0.000000,0.000000,14.857143,15.500000,0.000000,0.000000,0.000000,0.000000,0.440316,0.459368,0.000000,0.000000,0.000000,0.899684,0.202267,0.000000,0.899684,0.449741,-0.000000,2.000000,2.000000,0.000000,794,1110,0,792,1108,0,795,1111,0,23.142857,    65.208791,     8.075196,    37.000000,    12.000000,    22.000000,   324.000000,14,0
2707,4.000000,4434.000000,4510.000000,0.000000,1108.500000,1127.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1128,1109,0,1127,1108,0,1128,1109,0,9.000000,     0.666667,     0.816497,    10.000000,     8.000000,     9.000000,    36.000000,4,0
2708,9.000000,9991.000000,9976.000000,0.000000,1110.111111,1108.444444,0.000000,0.000000,10.222222,4.888889,3.555556,0.000000,0.000000,0.000000,0.546037,0.261148,0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,1.000000,2.000000,0.000000,1108,1110,0,1107,1109,0,1110,1111,0,18.555556,    30.527778,     5.525195,    26.000000,    10.000000,    19.000000,   167.000000,9,0
2709,11.000000,12217.000000,12497.000000,0.000000,1110.636364,1136.090909,0.000000,0.000000,6.909091,12.545455,-1.636364,0.000000,0.000000,0.000000,0.282421,0.512817,-0.066889,0.000000,0.000000,0.795239,0.140356,0.000000,0.795239,0.374642,-0.000000,2.000000,1.000000,0.000000,1136,1111,0,1135,1109,0,1137,1112,0,3.363636,     2.254545,     1.501514,     5.000000,     0.000000,     4.000000,    37.000000,10,0
2710,8.000000,8889.000000,5945.000000,0.000000,1111.125000,743.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,743,1111,0,742,1110,0,744,1112,0,9.250000,    22.214286,     4.713203,    15.000000,     0.000000,    10.000000,    74.000000,7,0
2711,2.000000,2223.000000,1390.000000,0.000000,1111.500000,695.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,695,1112,0,695,1111,0,695,1112,0,3.000000,     2.000000,     1.414214,     4.000000,     2.000000,     2.000000,     6.000000,2,1190
2712,4.000000,4446.000000,2866.000000,0.000000,1111.500000,716.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,717,1112,0,716,1111,0,717,1112,0,7.250000,    14.916667,     3.862210,    11.000000,     3.000000,     5.000000,    29.000000,4,0
2713,16.000000,17804.000000,14026.000000,0.000000,1112.750000,876.625000,0.000000,0.000000,17.750000,23.000000,-1.500000,0.000000,0.000000,0.000000,0.440256,0.570472,-0.037205,0.000000,0.000000,1.010728,0.249770,0.000000,1.010728,0.499769,-0.000000,2.000000,2.000000,0.000000,877,1113,0,875,1111,0,878,1115,0,10.687500,    46.229167,     6.799203,    20.000000,     0.000000,    10.000000,   171.000000,15,0
2714,4.000000,4454.000000,786.000000,0.000000,1113.500000,196.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,197,1114,0,196,1113,0,197,1114,0,3.250000,     0.916667,     0.957427,     4.000000,     2.000000,     3.000000,    13.000000,4,0
2715,11.000000,12262.000000,7916.000000,0.000000,1114.727273,719.636364,0.000000,0.000000,8.545455,12.181818,1.909091,0.000000,0.000000,0.000000,0.349310,0.497953,0.078037,0.000000,0.000000,0.847264,0.167850,0.000000,0.847264,0.409696,-0.000000,2.000000,2.000000,0.000000,720,1115,0,718,1113,0,721,1116,0,6.363636,     6.854545,     2.618119,    11.000000,     3.000000,     6.000000,    70.000000,11,0
2716,4.000000,4454.000000,3022.000000,0.000000,1113.500000,755.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,756,1114,0,755,1113,0,756,1114,0,17.000000,    12.666667,     3.559026,    22.000000,    14.000000,    15.000000,    68.000000,4,1201
2717,4.000000,4454.000000,3094.000000,0.000000,1113.500000,773.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,774,1114,0,773,1113,0,774,1114,0,1.750000,     2.250000,     1.500000,     3.000000,     0.000000,     1.000000,     7.000000,3,1202
2718,10.000000,11145.000000,10290.000000,0.000000,1114.500000,1029.000000,0.000000,0.000000,6.000000,10.500000,-3.000000,0.000000,0.000000,0.000000,0.278495,0.487367,-0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,2.000000,1.000000,0.000000,1029,1115,0,1028,1113,0,1030,1116,0,2.400000,     1.600000,     1.264911,     3.000000,     0.000000,     3.000000,    24.000000,8,1196
2719,8.000000,8911.000000,9161.000000,0.000000,1113.875000,1145.125000,0.000000,0.000000,4.875000,4.875000,1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,1145,1114,0,1144,1113,0,1146,1115,0,2.625000,     0.267857,     0.517549,     3.000000,     2.000000,     3.000000,    21.000000,8,0
2720,7.000000,7804.000000,7233.000000,0.000000,1114.857143,1033.285714,0.000000,0.000000,3.428571,4.857143,1.285714,0.000000,0.000000,0.000000,0.256045,0.362730,0.096017,0.000000,0.000000,0.618775,0.083656,0.000000,0.618775,0.289233,-0.000000,1.000000,1.000000,0.000000,1033,1115,0,1032,1114,0,1034,1116,0,3.571429,     4.285714,     2.070197,     6.000000,     1.000000,     3.000000,    25.000000,7,1196
2721,10.000000,11156.000000,10607.000000,0.000000,1115.600000,1060.700000,0.000000,0.000000,8.100000,10.400000,2.800000,0.000000,0.000000,0.000000,0.375969,0.482725,0.129964,0.000000,0.000000,0.858694,0.164599,0.000000,0.858694,0.405708,-0.000000,2.000000,2.000000,0.000000,1061,1116,0,1059,1114,0,1062,1117,0,10.600000,     9.822222,     3.134042,    15.000000,     6.000000,    10.000000,   106.000000,10,1181
2722,19.000000,21212.000000,21099.000000,0.000000,1116.421053,1110.473684,0.000000,0.000000,40.736842,54.631579,-36.789474,0.000000,0.000000,0.000000,0.803494,1.077554,-0.725636,0.000000,0.000000,1.881048,0.339260,0.000000,1.881048,0.582461,-0.000000,3.000000,3.000000,0.000000,1110,1116,0,1108,1114,0,1113,1119,0,14.368421,    95.801170,     9.787807,    38.000000,     1.000000,    13.000000,   273.000000,19,1213
2723,12.000000,13387.000000,13976.000000,0.000000,1115.583333,1164.666667,0.000000,0.000000,16.666667,10.916667,-2.666667,0.000000,0.000000,0.000000,0.606653,0.397358,-0.097064,0.000000,0.000000,1.004011,0.231637,0.000000,1.004011,0.481287,-0.000000,2.000000,2.000000,0.000000,1165,1116,0,1163,1114,0,1167,1117,0,0.916667,     0.083333,     0.288675,     1.000000,     0.000000,     1.000000,    11.000000,11,0
2724,3.000000,3346.000000,2432.000000,0.000000,1115.333333,810.666667,0.000000,0.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,811,1115,0,810,1115,0,811,1116,0,6.000000,    12.000000,     3.464102,     8.000000,     2.000000,     8.000000,    18.000000,3,1206
2725,4.000000,4462.000000,3486.000000,0.000000,1115.500000,871.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,872,1116,0,871,1115,0,872,1116,0,5.000000,    16.666667,     4.082483,    10.000000,     0.000000,     5.000000,    20.000000,3,0
2726,4.000000,4462.000000,3630.000000,0.000000,1115.500000,907.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,908,1116,0,907,1115,0,908,1116,0,3.500000,     3.666667,     1.914854,     5.000000,     1.000000,     3.000000,    14.000000,4,1177
2727,4.000000,4466.000000,3762.000000,0.000000,1116.500000,940.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,941,1117,0,940,1116,0,941,1117,0,32.750000,    24.916667,     4.991660,    38.000000,    28.000000,    29.000000,   131.000000,4,1203
2728,13.000000,14527.000000,12495.000000,0.000000,1117.461538,961.153846,0.000000,0.000000,21.692308,11.230769,-3.923077,0.000000,0.000000,0.000000,0.709656,0.367411,-0.128342,0.000000,0.000000,1.077067,0.244264,0.000000,1.077067,0.494230,-0.000000,2.000000,2.000000,0.000000,961,1117,0,959,1116,0,963,1119,0,2.384615,     1.423077,     1.192928,     4.000000,     0.000000,     3.000000,    31.000000,12,1203
2729,4.000000,4470.000000,3158.000000,0.000000,1117.500000,789.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,790,1118,0,789,1117,0,790,1118,0,16.500000,     9.000000,     3.000000,    19.000000,    13.000000,    15.000000,    66.000000,4,1202
2730,1.000000,1117.000000,1125.000000,0.000000,1117.000000,1125.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,1125,1117,0,1125,1117,0,1125,1117,0,6.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     4.000000,1,0
2731,12.000000,13438.000000,13814.000000,0.000000,1119.833333,1151.166667,0.000000,0.000000,5.666667,29.666667,-4.666667,0.000000,0.000000,0.000000,0.206262,1.079843,-0.169863,0.000000,0.000000,1.286105,0.193877,0.000000,1.286105,0.440315,-0.000000,3.000000,1.000000,0.000000,1151,1120,0,1150,1117,0,1152,1122,0,2.500000,     2.636364,     1.623688,     5.000000,     1.000000,     2.000000,    30.000000,12,0
2732,7.000000,7833.000000,1365.000000,0.000000,1119.000000,195.000000,0.000000,0.000000,4.000000,4.000000,-2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,-0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,195,1119,0,194,1118,0,196,1120,0,3.142857,     3.142857,     1.772811,     5.000000,     1.000000,     4.000000,    22.000000,7,0
2733,2.000000,2236.000000,455.000000,0.000000,1118.000000,227.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,228,1118,0,227,1118,0,228,1118,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,1188
2734,6.000000,6722.000000,4988.000000,0.000000,1120.333333,831.333333,0.000000,0.000000,3.333333,3.333333,-1.666667,0.000000,0.000000,0.000000,0.305734,0.305734,-0.152867,0.000000,0.000000,0.611468,0.070105,0.000000,0.611468,0.264773,-0.000000,1.000000,1.000000,0.000000,831,1120,0,830,1119,0,832,1121,0,7.833333,     9.366667,     3.060501,    10.000000,     2.000000,     9.000000,    47.000000,6,0
2735,17.000000,19059.000000,15910.000000,0.000000,1121.117647,935.882353,0.000000,0.000000,27.764706,23.764706,-7.764706,0.000000,0.000000,0.000000,0.635177,0.543668,-0.177634,0.000000,0.000000,1.178845,0.313771,0.000000,1.178845,0.560153,-0.000000,2.000000,2.000000,0.000000,936,1121,0,934,1119,0,938,1123,0,19.176471,    19.529412,     4.419209,    26.000000,    11.000000,    20.000000,   326.000000,17,0
2736,8.000000,8959.000000,9175.000000,0.000000,1119.875000,1146.875000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,1147,1120,0,1146,1119,0,1148,1121,0,1.125000,     0.125000,     0.353553,     2.000000,     1.000000,     1.000000,     9.000000,8,0
2737,4.000000,4482.000000,3430.000000,0.000000,1120.500000,857.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,858,1121,0,857,1120,0,858,1121,0,58.000000,    28.666667,     5.354126,    64.000000,    51.000000,    58.000000,   232.000000,4,1220
2738,18.000000,20201.000000,20108.000000,0.000000,1122.277778,1117.111111,0.000000,0.000000,27.777778,23.611111,-2.555556,0.000000,0.000000,0.000000,0.588845,0.500518,-0.054174,0.000000,0.000000,1.089363,0.291793,0.000000,1.089363,0.540178,-0.000000,2.000000,2.000000,0.000000,1117,1122,0,1115,1120,0,1119,1124,0,25.722222,    87.388889,     9.348202,    44.000000,    10.000000,    24.000000,   463.000000,18,1213
2739,2.000000,2242.000000,1419.000000,0.000000,1121.000000,709.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,710,1121,0,709,1121,0,710,1121,0,5.000000,     0.000000,     0.000000,     5.000000,     5.000000,     5.000000,    10.000000,2,1190
2740,5.000000,5607.000000,4506.000000,0.000000,1121.400000,901.200000,0.000000,0.000000,2.800000,1.200000,0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,901,1121,0,900,1121,0,902,1122,0,1.200000,     0.700000,     0.836660,     2.000000,     0.000000,     1.000000,     6.000000,4,0
2741,4.000000,4486.000000,3962.000000,0.000000,1121.500000,990.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,991,1122,0,990,1121,0,991,1122,0,2.750000,     3.583333,     1.892969,     4.000000,     0.000000,     3.000000,    11.000000,3,1207
2742,3.000000,3365.000000,3152.000000,0.000000,1121.666667,1050.666667,0.000000,0.000000,0.666667,0.666667,-0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,-0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,1051,1122,0,1050,1121,0,1051,1122,0,19.666667,     6.333333,     2.516611,    22.000000,    17.000000,    20.000000,    59.000000,3,1209
2743,4.000000,4486.000000,4554.000000,0.000000,1121.500000,1138.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1139,1122,0,1138,1121,0,1139,1122,0,6.250000,     4.250000,     2.061553,     8.000000,     4.000000,     5.000000,    25.000000,4,0
2744,7.000000,7861.000000,1470.000000,0.000000,1123.000000,210.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,210,1123,0,209,1122,0,211,1124,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,    14.000000,7,1215
2745,10.000000,11245.000000,1960.000000,0.000000,1124.500000,196.000000,0.000000,0.000000,6.000000,10.500000,-3.000000,0.000000,0.000000,0.000000,0.278495,0.487367,-0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,2.000000,1.000000,0.000000,196,1125,0,195,1123,0,197,1126,0,4.300000,     1.122222,     1.059350,     6.000000,     2.000000,     4.000000,    43.000000,10,0
2746,2.000000,2246.000000,661.000000,0.000000,1123.000000,330.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,331,1123,0,330,1123,0,331,1123,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,0
2747,2.000000,2249.000000,508.000000,0.000000,1124.500000,254.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,254,1125,0,254,1124,0,254,1125,0,2.500000,     0.500000,     0.707107,     3.000000,     2.000000,     2.000000,     5.000000,2,0
2748,4.000000,4498.000000,3266.000000,0.000000,1124.500000,816.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,817,1125,0,816,1124,0,817,1125,0,7.250000,    18.916667,     4.349329,    11.000000,     3.000000,     4.000000,    29.000000,4,1206
2749,10.000000,11250.000000,8945.000000,0.000000,1125.000000,894.500000,0.000000,0.000000,10.500000,6.000000,-3.000000,0.000000,0.000000,0.000000,0.487367,0.278495,-0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,1.000000,2.000000,0.000000,895,1125,0,893,1124,0,896,1126,0,5.000000,     4.000000,     2.000000,     9.000000,     2.000000,     5.000000,    50.000000,10,1221
2750,4.000000,4498.000000,3866.000000,0.000000,1124.500000,966.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,967,1125,0,966,1124,0,967,1125,0,2.000000,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,     8.000000,4,1203
2751,10.000000,11267.000000,10352.000000,0.000000,1126.700000,1035.200000,0.000000,0.000000,5.600000,12.100000,-2.400000,0.000000,0.000000,0.000000,0.259929,0.561632,-0.111398,0.000000,0.000000,0.821561,0.133575,0.000000,0.821561,0.365479,-0.000000,2.000000,1.000000,0.000000,1035,1127,0,1034,1125,0,1036,1128,0,1.900000,     0.100000,     0.316228,     2.000000,     1.000000,     2.000000,    19.000000,10,1209
2752,24.000000,27051.000000,26703.000000,0.000000,1127.125000,1112.625000,0.000000,0.000000,75.625000,32.625000,1.125000,0.000000,0.000000,0.000000,1.092405,0.471269,0.016251,0.000000,0.000000,1.563674,0.514553,0.000000,1.563674,0.717323,-0.000000,2.000000,4.000000,0.000000,1113,1127,0,1109,1125,0,1115,1129,0,17.500000,    25.565217,     5.056206,    27.000000,     4.000000,    17.000000,   420.000000,24,0
2753,4.000000,4502.000000,4678.000000,0.000000,1125.500000,1169.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1170,1126,0,1169,1125,0,1170,1126,0,3.250000,     0.916667,     0.957427,     4.000000,     2.000000,     3.000000,    13.000000,4,0
